         558350302 function calls (558344634 primitive calls) in 475.387 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 generic.py:356(_construct_axes_from_arguments)
        1    0.000    0.000    0.000    0.000 generic.py:381(<dictcomp>)
        1    0.000    0.000    0.000    0.000 generic.py:396(_get_axis_number)
        1    0.000    0.000    0.000    0.000 generic.py:409(_get_axis_name)
        1    0.000    0.000    0.000    0.000 generic.py:422(_get_axis)
        1    0.000    0.000    0.013    0.013 generic.py:4299(reindex)
        2    0.000    0.000    0.013    0.007 generic.py:4530(<genexpr>)
        1    0.000    0.000    0.000    0.000 generic.py:5235(__finalize__)
        3    0.000    0.000    0.000    0.000 generic.py:5257(__getattr__)
        4    0.000    0.000    0.000    0.000 generic.py:5276(__setattr__)
        1    0.000    0.000    0.000    0.000 generic.py:5331(_protect_consolidate)
        1    0.000    0.000    0.000    0.000 generic.py:5341(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 generic.py:5344(f)
        1    0.000    0.000    0.001    0.001 generic.py:7264(isna)
        1    0.000    0.000    0.012    0.012 getpass.py:11(<module>)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        1    0.000    0.000    0.005    0.005 handlers.py:17(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:274(DeprecatedServiceDocumenter)
        1    0.000    0.000    0.000    0.000 handlers.py:275(__init__)
        3    0.000    0.000    0.000    0.000 handlers.py:500(document_base64_encoding)
        1    0.000    0.000    0.000    0.000 handlers.py:614(document_glacier_tree_hash_checksum)
        1    0.000    0.000    0.000    0.000 handlers.py:758(_add_parameter_aliases)
        1    0.000    0.000    0.000    0.000 handlers.py:790(ParameterAlias)
        3    0.000    0.000    0.000    0.000 handlers.py:791(__init__)
        1    0.000    0.000    0.000    0.000 handlers.py:839(ClientMethodAlias)
        1    0.000    0.000    0.000    0.000 handlers.py:840(__init__)
        1    0.000    0.000    0.001    0.001 handlers.py:853(HeaderToHostHoister)
        1    0.000    0.000    0.000    0.000 hashes.py:110(SHA1)
        1    0.000    0.000    0.000    0.000 hashes.py:117(SHA512_224)
        1    0.000    0.000    0.000    0.000 hashes.py:124(SHA512_256)
        1    0.000    0.000    0.000    0.000 hashes.py:13(_HashContext)
        1    0.000    0.000    0.000    0.000 hashes.py:131(SHA224)
        1    0.000    0.000    0.000    0.000 hashes.py:138(SHA256)
        1    0.000    0.000    0.000    0.000 hashes.py:145(SHA384)
        1    0.000    0.000    0.000    0.000 hashes.py:152(SHA512)
        1    0.000    0.000    0.000    0.000 hashes.py:159(SHA3_224)
        1    0.000    0.000    0.000    0.000 hashes.py:165(SHA3_256)
        1    0.000    0.000    0.000    0.000 hashes.py:171(SHA3_384)
        1    0.000    0.000    0.000    0.000 hashes.py:177(SHA3_512)
        1    0.000    0.000    0.000    0.000 hashes.py:18(HashAlgorithm)
        1    0.000    0.000    0.000    0.000 hashes.py:183(SHAKE128)
        1    0.000    0.000    0.000    0.000 hashes.py:200(SHAKE256)
        1    0.000    0.000    0.000    0.000 hashes.py:217(MD5)
        1    0.000    0.000    0.000    0.000 hashes.py:224(BLAKE2b)
        1    0.000    0.000    0.000    0.000 hashes.py:241(BLAKE2s)
        1    0.000    0.000    0.000    0.000 hashes.py:33(HashContext)
        2    0.000    0.000    0.003    0.002 hashes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 hashes.py:60(ExtendableOutputFunction)
        1    0.000    0.000    0.000    0.000 hashes.py:67(Hash)
        1    0.000    0.000    0.002    0.002 hdfs.py:19(<module>)
        1    0.000    0.000    0.000    0.000 hdfs.py:29(HadoopFileSystem)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.025    0.025 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 history.py:13(<module>)
        1    0.000    0.000    0.000    0.000 history.py:20(BaseHistoryHandler)
        1    0.000    0.000    0.000    0.000 history.py:25(HistoryRecorder)
        1    0.000    0.000    0.000    0.000 history.py:26(__init__)
        2    0.000    0.000    0.000    0.000 history.py:51(get_global_history_recorder)
        1    0.000    0.000    0.000    0.000 hmac.py:15(_HMACContext)
        1    0.000    0.000    0.001    0.001 hmac.py:5(<module>)
        1    0.000    0.000    0.001    0.001 hooks.py:13(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:166(HierarchicalEmitter)
        1    0.000    0.000    0.000    0.000 hooks.py:28(NodeList)
        1    0.000    0.000    0.000    0.000 hooks.py:347(EventAliaser)
        1    0.000    0.000    0.000    0.000 hooks.py:436(_PrefixTrie)
        1    0.000    0.000    0.000    0.000 hooks.py:66(BaseEventHooks)
        1    0.000    0.000    0.725    0.725 httpsession.py:1(<module>)
        1    0.000    0.000    0.000    0.000 httpsession.py:137(URLLib3Session)
        1    0.000    0.000    0.000    0.000 httpsession.py:87(ProxyConfiguration)
        1    0.000    0.000    0.000    0.000 inference.py:130(is_file_like)
        2    0.000    0.000    0.000    0.000 inference.py:299(is_dict_like)
        7    0.000    0.000    0.000    0.000 inference.py:325(<genexpr>)
       17    0.000    0.000    0.000    0.000 inference.py:358(is_hashable)
        5    0.000    0.000    0.000    0.000 inference.py:96(is_iterator)
        1    0.000    0.000    0.000    0.000 info.py:1(<module>)
      793    0.001    0.000    0.001    0.000 inspect.py:158(isfunction)
      366    0.004    0.000    0.013    0.000 inspect.py:2117(_signature_from_function)
      366    0.003    0.000    0.018    0.000 inspect.py:2198(_signature_from_callable)
      804    0.002    0.000    0.005    0.000 inspect.py:2467(__init__)
      804    0.000    0.000    0.000    0.000 inspect.py:2517(name)
     1608    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
      402    0.001    0.000    0.001    0.000 inspect.py:2579(__eq__)
      366    0.002    0.000    0.003    0.000 inspect.py:2750(__init__)
     1170    0.001    0.000    0.001    0.000 inspect.py:2799(<genexpr>)
      366    0.000    0.000    0.018    0.000 inspect.py:2829(from_callable)
      732    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
      366    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
      366    0.002    0.000    0.005    0.000 inspect.py:2858(_hash_basis)
     1170    0.001    0.000    0.001    0.000 inspect.py:2859(<genexpr>)
      366    0.001    0.000    0.001    0.000 inspect.py:2862(<dictcomp>)
      183    0.001    0.000    0.006    0.000 inspect.py:2872(__eq__)
      366    0.000    0.000    0.019    0.000 inspect.py:3081(signature)
        1    0.000    0.000    0.000    0.000 inspect.py:316(getmembers)
       34    0.000    0.000    0.000    0.000 inspect.py:357(<lambda>)
        1    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
      366    0.001    0.000    0.002    0.000 inspect.py:484(unwrap)
      366    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 interfaces.py:12(CipherBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:131(DSABackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:183(EllipticCurveBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:231(PEMSerializationBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:253(DERSerializationBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:275(X509Backend)
        1    0.000    0.000    0.000    0.000 interfaces.py:33(HashBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:334(DHBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:389(ScryptBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:48(HMACBackend)
        1    0.000    0.000    0.001    0.001 interfaces.py:5(<module>)
        1    0.000    0.000    0.000    0.000 interfaces.py:64(CMACBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:79(PBKDF2HMACBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:96(RSABackend)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1090(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1116(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1142(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1168(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1288(IPv4Address)
       30    0.000    0.000    0.001    0.000 ipaddress.py:1294(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1405(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1469(IPv4Network)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1484(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1551(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1585(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1605(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1625(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1729(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1871(IPv6Address)
       43    0.000    0.000    0.001    0.000 ipaddress.py:1877(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2051(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2123(IPv6Network)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2139(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2214(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
       47    0.000    0.000    0.000    0.000 ipaddress.py:631(__init__)
        1    0.000    0.000    0.004    0.004 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ipc.py:20(<module>)
        1    0.000    0.000    0.000    0.000 ipc.py:33(RecordBatchStreamReader)
        1    0.000    0.000    0.000    0.000 ipc.py:70(RecordBatchStreamWriter)
        1    0.000    0.000    0.000    0.000 ipc.py:80(RecordBatchFileReader)
        1    0.000    0.000    0.000    0.000 ipc.py:97(RecordBatchFileWriter)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.002    0.002 lexer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:8(Lexer)
        1    0.000    0.000    0.000    0.000 loaders.py:103(<module>)
        5    0.000    0.000    0.000    0.000 loaders.py:117(instance_cache)
        1    0.000    0.000    0.000    0.000 loaders.py:138(JSONFileLoader)
        1    0.000    0.000    0.000    0.000 loaders.py:202(Loader)
        1    0.000    0.000    0.000    0.000 loaders.py:444(ExtrasProcessor)
        1    0.000    0.000    0.000    0.000 makefile.py:8(<module>)
        1    0.000    0.000    0.001    0.001 managers.py:122(__init__)
        1    0.000    0.000    0.000    0.000 managers.py:128(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:1467(__init__)
        7    0.000    0.000    0.000    0.000 managers.py:1520(_block)
        2    0.000    0.000    0.000    0.000 managers.py:1548(dtype)
        1    0.000    0.000    0.000    0.000 managers.py:1562(external_values)
        4    0.000    0.000    0.000    0.000 managers.py:1565(internal_values)
        1    0.000    0.000    0.000    0.000 managers.py:1576(is_consolidated)
        3    0.000    0.000    0.000    0.000 managers.py:163(shape)
        9    0.000    0.000    0.000    0.000 managers.py:165(<genexpr>)
        1    0.000    0.000    0.008    0.008 managers.py:1667(create_block_manager_from_arrays)
        4    0.000    0.000    0.000    0.000 managers.py:167(ndim)
        1    0.000    0.000    0.008    0.008 managers.py:1700(form_blocks)
        2    0.000    0.000    0.004    0.002 managers.py:1797(_simple_blockify)
        2    0.000    0.000    0.003    0.002 managers.py:1811(_multi_blockify)
        8    0.000    0.000    0.000    0.000 managers.py:1815(<lambda>)
        4    0.005    0.001    0.006    0.002 managers.py:1828(_stack_arrays)
       11    0.000    0.000    0.000    0.000 managers.py:1831(_asarray_compat)
        4    0.000    0.000    0.000    0.000 managers.py:1837(_shape_compat)
        1    0.001    0.001    0.001    0.001 managers.py:212(_rebuild_blknos_and_blklocs)
        1    0.000    0.000    0.000    0.000 managers.py:232(items)
        1    0.000    0.000    0.000    0.000 managers.py:329(_verify_integrity)
        5    0.000    0.000    0.000    0.000 managers.py:331(<genexpr>)
        1    0.000    0.000    0.000    0.000 managers.py:647(is_consolidated)
        1    0.000    0.000    0.000    0.000 managers.py:655(_consolidate_check)
        1    0.000    0.000    0.000    0.000 managers.py:656(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:927(consolidate)
        1    0.000    0.000    0.000    0.000 managers.py:943(_consolidate_inplace)
        1    0.000    0.000    0.077    0.077 mapping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mapping.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mapping.py:6(FSMap)
        1    0.000    0.000    0.015    0.015 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.037    0.037 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.003    0.003 method.py:13(<module>)
        1    0.000    0.000    0.001    0.001 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        9    0.000    0.000    0.002    0.000 missing.py:132(_isna_new)
        9    0.000    0.000    0.002    0.000 missing.py:225(_isna_ndarraylike)
        2    0.000    0.000    0.013    0.007 missing.py:402(array_equivalent)
        9    0.000    0.000    0.002    0.000 missing.py:49(isna)
        1    0.000    0.000    0.000    0.000 missing.py:601(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 missing.py:73(clean_fill_method)
        1    0.000    0.000    0.001    0.001 model.py:13(<module>)
        1    0.000    0.000    0.000    0.000 model.py:175(StructureShape)
        1    0.000    0.000    0.000    0.000 model.py:209(ListShape)
        1    0.000    0.000    0.000    0.000 model.py:215(MapShape)
        1    0.000    0.000    0.000    0.000 model.py:225(StringShape)
        1    0.000    0.000    0.000    0.000 model.py:231(ServiceModel)
        1    0.000    0.000    0.000    0.000 model.py:24(NoShapeFoundError)
        1    0.000    0.000    0.000    0.000 model.py:28(InvalidShapeError)
        1    0.000    0.000    0.000    0.000 model.py:32(OperationNotFoundError)
        1    0.000    0.000    0.000    0.000 model.py:36(InvalidShapeReferenceError)
        1    0.000    0.000    0.000    0.000 model.py:40(ServiceId)
        1    0.000    0.000    0.000    0.000 model.py:408(OperationModel)
        1    0.000    0.000    0.000    0.000 model.py:45(Shape)
        1    0.000    0.000    0.000    0.000 model.py:587(ShapeResolver)
        1    0.000    0.000    0.000    0.000 model.py:639(UnresolvableShapeMap)
        1    0.000    0.000    0.000    0.000 model.py:651(DenormalizedStructureBuilder)
        1    0.000    0.000    0.000    0.000 model.py:785(ShapeNameGenerator)
        1    0.000    0.000    0.000    0.000 modes.py:121(ECB)
        1    0.000    0.000    0.000    0.000 modes.py:128(OFB)
        1    0.000    0.000    0.000    0.000 modes.py:14(Mode)
        1    0.000    0.000    0.000    0.000 modes.py:141(CFB)
        1    0.000    0.000    0.000    0.000 modes.py:154(CFB8)
        1    0.000    0.000    0.000    0.000 modes.py:167(CTR)
        1    0.000    0.000    0.000    0.000 modes.py:186(GCM)
        1    0.000    0.000    0.000    0.000 modes.py:30(ModeWithInitializationVector)
        1    0.000    0.000    0.000    0.000 modes.py:39(ModeWithTweak)
        1    0.000    0.000    0.000    0.000 modes.py:48(ModeWithNonce)
        1    0.000    0.000    0.004    0.004 modes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 modes.py:57(ModeWithAuthenticationTag)
        1    0.000    0.000    0.000    0.000 modes.py:85(CBC)
        1    0.000    0.000    0.000    0.000 modes.py:98(XTS)
        1    0.000    0.000    0.001    0.001 monitoring.py:13(<module>)
        1    0.000    0.000    0.000    0.000 monitoring.py:156(BaseMonitorEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:184(APICallEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:238(APICallAttemptEvent)
        1    0.000    0.000    0.000    0.000 monitoring.py:25(Monitor)
        1    0.000    0.000    0.001    0.001 monitoring.py:299(CSMSerializer)
        1    0.000    0.000    0.000    0.000 monitoring.py:511(SocketPublisher)
        1    0.000    0.000    0.000    0.000 monitoring.py:66(MonitorEventAdapter)
        1    0.000    0.000    0.000    0.000 name.py:147(RelativeDistinguishedName)
        1    0.000    0.000    0.000    0.000 name.py:15(_ASN1Type)
        1    0.000    0.000    0.000    0.000 name.py:196(Name)
       11    0.000    0.000    0.000    0.000 name.py:28(<genexpr>)
        1    0.000    0.000    0.047    0.047 name.py:5(<module>)
        1    0.000    0.000    0.000    0.000 name.py:75(NameAttribute)
        1    0.000    0.000    0.000    0.000 nanops.py:166(_get_fill_value)
        1    0.000    0.000    0.000    0.000 nanops.py:189(_maybe_get_mask)
        1    0.000    0.000    0.000    0.000 nanops.py:234(_get_values)
        1    0.000    0.000    0.000    0.000 nanops.py:329(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 nanops.py:396(nanany)
        1    0.000    0.000    0.000    0.000 numeric.py:83(_validate_dtype)
       22    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
       11    0.000    0.000    0.000    0.000 numerictypes.py:365(issubdtype)
        1    0.000    0.000    0.000    0.000 ocsp.py:114(_SingleResponse)
        1    0.000    0.000    0.000    0.000 ocsp.py:176(OCSPResponseBuilder)
       18    0.000    0.000    0.000    0.000 ocsp.py:25(_requires_successful_response)
        1    0.000    0.000    0.000    0.000 ocsp.py:271(OCSPRequest)
        1    0.000    0.000    0.000    0.000 ocsp.py:30(OCSPResponderEncoding)
        1    0.000    0.000    0.000    0.000 ocsp.py:309(OCSPResponse)
        1    0.000    0.000    0.000    0.000 ocsp.py:336(_OCSPRequest)
        1    0.000    0.000    0.000    0.000 ocsp.py:35(OCSPResponseStatus)
        7    0.000    0.000    0.000    0.000 ocsp.py:44(<genexpr>)
        2    0.000    0.000    0.007    0.004 ocsp.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ocsp.py:58(OCSPCertStatus)
        4    0.000    0.000    0.000    0.000 ocsp.py:64(<genexpr>)
        1    0.000    0.000    0.000    0.000 ocsp.py:77(OCSPRequestBuilder)
        1    0.000    0.000    0.000    0.000 ocsp.py:89(_OCSPResponse)
        1    0.000    0.000    0.000    0.000 oid.py:11(ExtensionOID)
        1    0.000    0.000    0.000    0.000 oid.py:124(ExtendedKeyUsageOID)
        1    0.000    0.000    0.000    0.000 oid.py:134(AuthorityInformationAccessOID)
        1    0.000    0.000    0.000    0.000 oid.py:139(CertificatePoliciesOID)
        1    0.000    0.000    0.000    0.000 oid.py:42(OCSPExtensionOID)
        1    0.000    0.000    0.000    0.000 oid.py:46(CRLEntryExtensionOID)
        1    0.000    0.000    0.024    0.024 oid.py:5(<module>)
        1    0.000    0.000    0.000    0.000 oid.py:52(NameOID)
        1    0.000    0.000    0.000    0.000 oid.py:81(SignatureAlgorithmOID)
        1    0.000    0.000    0.000    0.000 os.py:1077(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        9    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        9    0.000    0.000    0.000    0.000 os.py:752(encode)
        6    0.000    0.000    0.000    0.000 os.py:756(decode)
        1    0.000    0.000    0.000    0.000 padding.py:17(AsymmetricPadding)
        1    0.000    0.000    0.000    0.000 padding.py:26(PKCS1v15)
        1    0.000    0.000    0.000    0.000 padding.py:31(PSS)
        1    0.000    0.000    0.000    0.000 padding.py:49(OAEP)
        1    0.000    0.000    0.000    0.000 padding.py:5(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:62(MGF1)
        1    0.000    0.000    0.000    0.000 paginate.py:108(TokenDecoder)
        1    0.000    0.000    0.000    0.000 paginate.py:14(<module>)
        1    0.000    0.000    0.000    0.000 paginate.py:176(PaginatorModel)
        1    0.000    0.000    0.000    0.000 paginate.py:189(PageIterator)
        1    0.000    0.000    0.000    0.000 paginate.py:30(TokenEncoder)
        1    0.000    0.000    0.000    0.000 paginate.py:553(Paginator)
        1    0.000    0.000    0.000    0.000 paginate.py:653(ResultKeyIterator)
        1    0.000    0.000    0.000    0.000 paginator.py:13(<module>)
        1    0.000    0.000    0.000    0.000 paginator.py:20(PaginatorDocumenter)
        1    0.000    0.000    0.000    0.000 params.py:128(ResponseParamsDocumenter)
        1    0.000    0.000    0.001    0.001 params.py:13(<module>)
        1    0.000    0.000    0.000    0.000 params.py:152(RequestParamsDocumenter)
        1    0.000    0.000    0.000    0.000 params.py:17(BaseParamsDocumenter)
       16    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        8    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:394(_checknetloc)
        8    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
       16    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        1    0.000    0.000    0.009    0.009 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.008    0.008 parser.py:27(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:37(Parser)
        1    0.000    0.000    0.068    0.068 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:501(ParsedResult)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    2.431    2.431 parsers.py:1112(_make_engine)
        1    0.001    0.001    0.492    0.492 parsers.py:1131(read)
        1    0.000    0.000    0.000    0.000 parsers.py:1156(_create_index)
        1    0.000    0.000    0.003    0.003 parsers.py:116(<module>)
        3    0.000    0.000    0.000    0.000 parsers.py:1170(_is_index_col)
        3    0.000    0.000    0.000    0.000 parsers.py:1174(_is_potential_multi_index)
        6    0.000    0.000    0.000    0.000 parsers.py:1191(<genexpr>)
        1    0.000    0.000    0.000    0.000 parsers.py:1240(_validate_skipfooter_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1271(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1321(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:133(ResponseParserFactory)
        1    0.000    0.000    0.000    0.000 parsers.py:1345(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:1432(_has_complex_date_col)
        2    0.000    0.000    0.000    0.000 parsers.py:1517(_maybe_dedup_names)
        1    0.000    0.000    0.000    0.000 parsers.py:1545(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 parsers.py:1551(_make_index)
        7    0.000    0.000    0.000    0.000 parsers.py:158(_text_content)
        1    0.000    0.000    0.216    0.216 parsers.py:1658(_convert_to_ndarrays)
       11    0.000    0.000    0.215    0.020 parsers.py:1734(_infer_types)
        1    0.000    0.000    0.000    0.000 parsers.py:178(ResponseParserError)
        1    0.000    0.000    0.000    0.000 parsers.py:182(ResponseParser)
        1    0.000    0.000    0.000    0.000 parsers.py:1842(_do_date_conversions)
        1    0.000    0.000    2.431    2.431 parsers.py:2146(TextParser)
        1    0.000    0.000    0.000    0.000 parsers.py:2204(count_empty_vals)
        1    0.000    0.000    0.000    0.000 parsers.py:2205(<genexpr>)
        1    0.000    0.000    2.431    2.431 parsers.py:2209(__init__)
        3    0.000    0.000    0.000    0.000 parsers.py:2228(<lambda>)
        1    0.001    0.001    0.316    0.316 parsers.py:2429(read)
        1    0.000    0.000    0.000    0.000 parsers.py:2469(_exclude_implicit_index)
        1    0.000    0.000    0.000    0.000 parsers.py:2482(<dictcomp>)
        1    0.000    0.000    0.216    0.216 parsers.py:2492(_convert_data)
        1    0.000    0.000    0.000    0.000 parsers.py:2494(_clean_mapping)
        1    0.000    0.000    0.000    0.000 parsers.py:2537(_infer_columns)
        1    0.000    0.000    0.000    0.000 parsers.py:2628(<setcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:2693(_handle_usecols)
        1    0.000    0.000    0.000    0.000 parsers.py:2727(_buffered_line)
        1    0.000    0.000    0.000    0.000 parsers.py:2736(_check_for_bom)
        3    0.000    0.000    0.000    0.000 parsers.py:2804(_next_line)
        4    0.000    0.000    0.000    0.000 parsers.py:2917(_check_comments)
        4    0.030    0.008    0.045    0.011 parsers.py:2934(_remove_empty_lines)
        1    0.000    0.000    0.000    0.000 parsers.py:2961(_check_thousands)
        1    0.000    0.000    0.000    0.000 parsers.py:2986(_check_decimal)
        1    0.000    0.000    0.000    0.000 parsers.py:2994(_clear_buffer)
        1    0.000    0.000    0.000    0.000 parsers.py:2999(_get_index_name)
        1    0.000    0.000    0.051    0.051 parsers.py:3063(_rows_to_cols)
    65536    0.016    0.000    0.022    0.000 parsers.py:3069(<genexpr>)
        1    0.002    0.002    0.048    0.048 parsers.py:3134(_get_lines)
        1    0.000    0.000    0.000    0.000 parsers.py:3213(_make_date_converter)
        1    0.000    0.000    0.000    0.000 parsers.py:3258(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 parsers.py:332(BaseXMLResponseParser)
        1    0.000    0.000    0.000    0.000 parsers.py:3346(_clean_na_values)
        1    0.000    0.000    0.000    0.000 parsers.py:3383(_clean_index_names)
       11    0.000    0.000    0.000    0.000 parsers.py:3498(_get_na_values)
        1    0.000    0.000    0.000    0.000 parsers.py:367(_validate_integer)
        1    0.000    0.000    0.000    0.000 parsers.py:501(QueryParser)
        1    0.000    0.000    0.000    0.000 parsers.py:554(EC2QueryParser)
        1    0.000    0.000    0.000    0.000 parsers.py:591(BaseJSONParser)
        1    0.000    0.000    0.000    0.000 parsers.py:672(BaseEventStreamParser)
        1    0.000    0.000    0.000    0.000 parsers.py:750(EventStreamJSONParser)
        1    0.000    0.000    0.000    0.000 parsers.py:756(EventStreamXMLParser)
        1    0.000    0.000    0.000    0.000 parsers.py:764(JSONParser)
        1    0.000    0.000    2.431    2.431 parsers.py:792(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:803(BaseRestParser)
        1    0.000    0.000    0.000    0.000 parsers.py:885(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 parsers.py:910(RestJSONParser)
        1    0.000    0.000    0.000    0.000 parsers.py:923(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 parsers.py:937(RestXMLParser)
        1    0.000    0.000    0.000    0.000 parsers.py:939(_clean_options)
        1    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1254(python_implementation)
        1    0.000    0.000    0.000    0.000 poly1305.py:16(_Poly1305Context)
        1    0.000    0.000    0.000    0.000 poly1305.py:5(<module>)
