         558350302 function calls (558344634 primitive calls) in 475.387 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      7/3    0.000    0.000    0.001    0.000 base.py:276(__new__)
        1    0.000    0.000    0.000    0.000 base.py:294(CertificateSigningRequest)
        1    0.000    0.000    0.000    0.000 base.py:35(BlockCipherAlgorithm)
        5    0.000    0.000    0.000    0.000 base.py:3639(values)
        4    0.000    0.000    0.000    0.000 base.py:3701(_internal_get_values)
        1    0.000    0.000    0.000    0.000 base.py:371(RevokedCertificate)
        1    0.000    0.000    0.000    0.000 base.py:39(Encoding)
       11    0.000    0.000    0.000    0.000 base.py:3912(__getitem__)
        1    0.000    0.000    0.000    0.000 base.py:392(CertificateSigningRequestBuilder)
        2    0.000    0.000    0.013    0.007 base.py:4047(equals)
        1    0.000    0.000    0.013    0.013 base.py:4077(identical)
        2    0.000    0.000    0.000    0.000 base.py:4092(<genexpr>)
        2    0.000    0.000    0.000    0.000 base.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:433(CertificateBuilder)
        1    0.000    0.000    0.000    0.000 base.py:44(CipherContext)
        1    0.000    0.000    0.000    0.000 base.py:46(Version)
        1    0.000    0.000    0.000    0.000 base.py:47(PrivateFormat)
        3    0.000    0.000    0.000    0.000 base.py:472(_simple_new)
        3    0.000    0.000    0.245    0.082 base.py:5(<module>)
        9    0.000    0.000    0.002    0.000 base.py:5294(ensure_index)
        1    0.000    0.000    0.000    0.000 base.py:53(PublicFormat)
       12    0.000    0.000    0.000    0.000 base.py:5394(maybe_extract_name)
        3    0.000    0.000    0.000    0.000 base.py:5410(_maybe_cast_with_dtype)
        3    0.000    0.000    0.000    0.000 base.py:5464(_maybe_cast_data_without_dtype)
        2    0.000    0.000    0.000    0.000 base.py:573(is_)
        4    0.000    0.000    0.000    0.000 base.py:592(_reset_identity)
        1    0.000    0.000    0.000    0.000 base.py:603(CertificateRevocationListBuilder)
       11    0.000    0.000    0.000    0.000 base.py:615(__len__)
        1    0.000    0.000    0.000    0.000 base.py:62(ParameterFormat)
        3    0.000    0.000    0.000    0.000 base.py:638(dtype)
        1    0.000    0.000    0.000    0.000 base.py:66(KeySerializationEncryption)
        1    0.000    0.000    0.000    0.000 base.py:67(AEADCipherContext)
        1    0.000    0.000    0.000    0.000 base.py:698(RevokedCertificateBuilder)
        1    0.000    0.000    0.000    0.000 base.py:71(BestAvailableEncryption)
        1    0.000    0.000    0.000    0.000 base.py:75(InvalidVersion)
        1    0.000    0.000    0.000    0.000 base.py:76(AEADDecryptionContext)
        1    0.000    0.000    0.000    0.000 base.py:80(NoEncryption)
        1    0.000    0.000    0.000    0.000 base.py:81(Certificate)
        1    0.000    0.000    0.000    0.000 base.py:86(AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 base.py:96(Cipher)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 biffh.py:16(XLRDError)
        1    0.000    0.000    0.000    0.000 biffh.py:22(BaseObject)
        1    0.000    0.000    0.000    0.000 biffh.py:5(<module>)
        3    0.000    0.000    0.000    0.000 binding.py:107(__init__)
        1    0.000    0.000    0.011    0.011 binding.py:110(_register_osrandom_engine)
        5    0.000    0.000    0.112    0.022 binding.py:122(_ensure_ffi_initialized)
        2    0.000    0.000    0.112    0.056 binding.py:136(init_static_locks)
        1    0.000    0.000    0.000    0.000 binding.py:154(_verify_openssl_version)
        1    0.000    0.000    0.000    0.000 binding.py:167(_verify_package_version)
        1    0.000    0.000    0.000    0.000 binding.py:23(_OpenSSLError)
        1    0.000    0.000    0.155    0.155 binding.py:5(<module>)
        7    0.000    0.000    0.000    0.000 binding.py:55(_openssl_assert)
        1    0.001    0.001    0.008    0.008 binding.py:82(build_conditional_library)
        1    0.000    0.000    0.000    0.000 binding.py:97(Binding)
        6    0.000    0.000    0.000    0.000 blocks.py:118(__init__)
        6    0.000    0.000    0.000    0.000 blocks.py:129(_check_ndim)
        1    0.000    0.000    0.000    0.000 blocks.py:202(external_values)
        4    0.000    0.000    0.000    0.000 blocks.py:213(internal_values)
        1    0.000    0.000    0.000    0.000 blocks.py:2166(__init__)
        1    0.000    0.000    0.000    0.000 blocks.py:2174(_maybe_coerce_values)
       14    0.000    0.000    0.000    0.000 blocks.py:247(mgr_locs)
        6    0.000    0.000    0.000    0.000 blocks.py:251(mgr_locs)
        2    0.000    0.000    0.000    0.000 blocks.py:2585(__init__)
       17    0.000    0.000    0.001    0.000 blocks.py:2975(get_block_type)
        6    0.000    0.000    0.001    0.000 blocks.py:3021(make_block)
        4    0.000    0.000    0.000    0.000 blocks.py:335(shape)
        6    0.000    0.000    0.000    0.000 blocks.py:339(dtype)
        4    0.000    0.000    0.000    0.000 blocks.py:343(ftype)
        1    0.000    0.000    0.000    0.000 book.py:143(Name)
        1    0.000    0.000    0.000    0.000 book.py:286(Book)
        1    0.000    0.000    0.000    0.000 book.py:461(sheet_by_index)
        1    0.000    0.000    0.000    0.000 book.py:468(sheet_by_name)
        1    0.000    0.000    0.000    0.000 book.py:479(sheet_names)
        1    0.000    0.000    0.003    0.003 book.py:5(<module>)
        2    0.000    0.000    0.000    0.000 book.py:562(__init__)
        2    0.000    0.000    0.000    0.000 book.py:656(initialise_format_info)
        1    0.000    0.000    0.000    0.000 bucket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bucket.py:19(TokenBucket)
        1    0.000    0.000    0.000    0.000 bucket.py:8(Clock)
        1    0.000    0.000    0.009    0.009 cElementTree.py:3(<module>)
        1    0.000    0.000    0.069    0.069 cElementTree.py:7(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:1(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:10(BaseCache)
        1    0.000    0.000    0.000    0.000 caching.py:111(ReadAheadCache)
        1    0.000    0.000    0.000    0.000 caching.py:151(BlockCache)
        1    0.000    0.000    0.000    0.000 caching.py:282(BytesCache)
        1    0.000    0.000    0.000    0.000 caching.py:367(AllBytes)
        1    0.000    0.000    0.000    0.000 caching.py:41(MMapCache)
       12    0.000    0.000    0.000    0.000 cast.py:1097(maybe_castable)
        7    0.000    0.000    0.037    0.005 cast.py:1111(maybe_infer_to_datetimelike)
        1    0.000    0.000    0.027    0.027 cast.py:1155(try_datetime)
        9    0.000    0.000    0.037    0.004 cast.py:1218(maybe_cast_to_datetime)
        3    0.000    0.000    0.000    0.000 cast.py:1467(construct_1d_object_array_from_listlike)
        7    0.000    0.000    0.000    0.000 cast.py:1492(construct_1d_ndarray_preserving_na)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:13(LogEntryType)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:18(Version)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:22(SignedCertificateTimestamp)
        1    0.000    0.000    0.001    0.001 certificate_transparency.py:5(<module>)
        1    0.000    0.000    0.022    0.022 cgi.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cgi.py:261(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:286(FieldStorage)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ciphers.py:13(_CipherContext)
        1    0.000    0.000    0.010    0.010 ciphers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        2    0.000    0.000    0.088    0.044 client.py:13(<module>)
        1    0.000    0.000    0.000    0.000 client.py:136(ClientExceptionsDocumenter)
        1    0.000    0.000    0.000    0.000 client.py:1368(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1426(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1431(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1434(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1437(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1442(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1445(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1448(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1463(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1466(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1469(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1472(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1475(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1482(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1487(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:173(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:227(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:26(ClientDocumenter)
        1    0.000    0.000    0.000    0.000 client.py:375(ClientEndpointBridge)
        1    0.000    0.000    0.000    0.000 client.py:52(ClientCreator)
        1    0.000    0.000    0.000    0.000 client.py:577(BaseClient)
        1    0.000    0.000    0.137    0.137 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        1    0.000    0.000    0.000    0.000 client.py:871(ClientMeta)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1188(instance)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1204(_empty_cell_value)
        1    0.000    0.000    0.026    0.026 cloudpickle.py:42(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:477(CloudPickler)
        1    0.000    0.000    0.000    0.000 cmac.py:16(_CMACContext)
        1    0.000    0.000    0.000    0.000 cmac.py:5(<module>)
       43    0.000    0.000    0.006    0.000 common.py:107(iterparse)
        9    0.000    0.000    0.000    0.000 common.py:1108(is_datetime_or_timedelta_dtype)
        2    0.000    0.000    0.000    0.000 common.py:120(is_s3_url)
        2    0.000    0.000    0.000    0.000 common.py:127(is_gcs_url)
        8    0.000    0.000    0.000    0.000 common.py:1282(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 common.py:1369(is_string_like_dtype)
        1    0.000    0.000    0.000    0.000 common.py:1398(<lambda>)
        9    0.000    0.000    0.000    0.000 common.py:1401(is_float_dtype)
        8    0.000    0.000    0.000    0.000 common.py:1435(is_bool_dtype)
        2    0.000    0.000    0.000    0.000 common.py:144(get_filepath_or_buffer)
       11    0.000    0.000    0.000    0.000 common.py:156(cast_scalar_indexer)
       92    0.000    0.000    0.001    0.000 common.py:1565(is_extension_array_dtype)
       23    0.000    0.000    0.000    0.000 common.py:1647(_is_dtype)
       20    0.000    0.000    0.000    0.000 common.py:1672(_get_dtype)
      120    0.000    0.000    0.001    0.000 common.py:1708(_is_dtype_type)
        2    0.000    0.000    0.000    0.000 common.py:179(ensure_python_int)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
       38    0.000    0.000    0.000    0.000 common.py:1844(pandas_dtype)
        1    0.000    0.000    0.000    0.000 common.py:188(all_none)
        2    0.000    0.000    0.000    0.000 common.py:192(<genexpr>)
       96    0.000    0.000    0.000    0.000 common.py:206(classes)
       96    0.000    0.000    0.000    0.000 common.py:208(<lambda>)
       24    0.000    0.000    0.000    0.000 common.py:211(classes_and_not_datetimelike)
       24    0.000    0.000    0.000    0.000 common.py:216(<lambda>)
       46    0.000    0.000    0.000    0.000 common.py:222(is_object_dtype)
        7    0.000    0.000    0.000    0.000 common.py:224(asarray_tuplesafe)
        1    0.000    0.000    0.000    0.000 common.py:226(get_compression_method)
       17    0.000    0.000    0.000    0.000 common.py:252(is_sparse)
        1    0.000    0.000    0.000    0.000 common.py:26(DTDForbidden)
        1    0.000    0.000    0.000    0.000 common.py:280(maybe_iterable_to_list)
        1    0.000    0.000    2.430    2.430 common.py:314(get_handle)
       17    0.000    0.000    0.000    0.000 common.py:339(is_categorical)
       15    0.000    0.000    0.000    0.000 common.py:372(is_datetime64_dtype)
        4    0.000    0.000    0.000    0.000 common.py:40(is_url)
       39    0.000    0.000    0.000    0.000 common.py:403(is_datetime64tz_dtype)
        1    0.000    0.000    0.000    0.000 common.py:41(EntitiesForbidden)
       17    0.000    0.000    0.000    0.000 common.py:441(is_timedelta64_dtype)
       40    0.000    0.000    0.000    0.000 common.py:472(is_period_dtype)
       32    0.000    0.000    0.000    0.000 common.py:506(is_interval_dtype)
       31    0.000    0.000    0.000    0.000 common.py:542(is_categorical_dtype)
       22    0.000    0.000    0.000    0.000 common.py:575(is_string_dtype)
        7    0.000    0.000    0.000    0.000 common.py:58(_expand_user)
        1    0.000    0.000    0.000    0.000 common.py:59(ExternalReferenceForbidden)
       11    0.000    0.000    0.000    0.000 common.py:605(condition)
        3    0.000    0.000    0.000    0.000 common.py:608(is_excluded_dtype)
        9    0.000    0.000    0.000    0.000 common.py:613(<genexpr>)
        1    0.000    0.000    0.003    0.003 common.py:7(<module>)
        1    0.000    0.000    0.000    0.000 common.py:75(NotSupportedError)
       12    0.000    0.000    0.000    0.000 common.py:775(is_integer_dtype)
        2    0.000    0.000    0.000    0.000 common.py:78(validate_header_arg)
        6    0.000    0.000    0.000    0.000 common.py:830(is_signed_integer_dtype)
        5    0.000    0.000    0.000    0.000 common.py:88(stringify_path)
        6    0.000    0.000    0.000    0.000 common.py:887(is_unsigned_integer_dtype)
        2    0.000    0.000    0.000    0.000 common.py:93(_generate_etree_functions)
        8    0.000    0.000    0.012    0.002 common.py:97(parse)
       14    0.000    0.000    0.000    0.000 common.py:987(is_datetime64_any_dtype)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 compat.py:10(__new__)
        1    0.000    0.000    0.461    0.461 compat.py:14(<module>)
        1    0.000    0.000    0.001    0.001 compat.py:158(filter_ssl_warnings)
        1    0.000    0.000    0.000    0.000 compat.py:35(HTTPHeaders)
        6    0.000    0.000    0.000    0.000 compat.py:55(with_str_method)
        1    0.000    0.000    0.000    0.000 compat.py:59(with_repr_method)
       35    0.000    0.000    0.000    0.000 compat.py:62(get_methods)
        1    0.000    0.000    0.000    0.000 compat.py:7(with_metaclass)
        1    0.000    0.000    0.000    0.000 compat.py:9(metaclass)
        1    0.000    0.000    0.000    0.000 compdoc.py:11(<module>)
        1    0.000    0.000    0.000    0.000 compdoc.py:29(CompDocError)
        1    0.000    0.000    0.000    0.000 compdoc.py:32(DirNode)
        1    0.000    0.000    0.000    0.000 compdoc.py:74(CompDoc)
        1    0.000    0.000    0.074    0.074 compression.py:1(<module>)
        6    0.000    0.000    0.000    0.000 compression.py:19(register_compression)
        1    0.000    0.000    0.000    0.000 compression.py:92(SnappyFile)
        1    0.000    0.000    0.793    0.793 config.py:13(<module>)
        1    0.000    0.000    0.000    0.000 config.py:23(Config)
        1    0.000    0.000    0.463    0.463 configloader.py:14(<module>)
        1    0.000    0.000    0.000    0.000 configprovider.py:15(<module>)
        1    0.000    0.000    0.000    0.000 configprovider.py:156(ConfigChainFactory)
        1    0.000    0.000    0.000    0.000 configprovider.py:265(ConfigValueStore)
        1    0.000    0.000    0.000    0.000 configprovider.py:356(BaseProvider)
        1    0.000    0.000    0.000    0.000 configprovider.py:367(ChainProvider)
        1    0.000    0.000    0.000    0.000 configprovider.py:412(InstanceVarProvider)
        1    0.000    0.000    0.000    0.000 configprovider.py:440(ScopedConfigProvider)
        1    0.000    0.000    0.000    0.000 configprovider.py:474(EnvironmentProvider)
        1    0.000    0.000    0.000    0.000 configprovider.py:498(SectionConfigProvider)
        1    0.000    0.000    0.000    0.000 configprovider.py:538(ConstantProvider)
        2    0.000    0.000    0.055    0.028 connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:108(_has_ipv6)
        1    0.000    0.000    0.000    0.000 connection.py:223(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:255(VerifiedHTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:62(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:68(HTTPConnection)
        1    0.000    0.000    0.297    0.297 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:103(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:64(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:852(HTTPSConnectionPool)
        1    0.000    0.000    0.020    0.020 constant_time.py:5(<module>)
        1    0.000    0.000    0.175    0.175 construction.py:213(init_dict)
        1    0.000    0.000    0.054    0.054 construction.py:300(_homogenize)
       13    0.000    0.000    0.000    0.000 construction.py:337(extract_array)
       13    0.000    0.000    0.054    0.004 construction.py:388(sanitize_array)
       13    0.000    0.000    0.038    0.003 construction.py:506(_try_cast)
        1    0.000    0.000    0.063    0.063 construction.py:56(arrays_to_mgr)
        4    0.000    0.000    0.000    0.000 construction.py:570(is_empty_data)
        1    0.000    0.000    0.095    0.095 construction.py:590(create_series_with_explicit_dtype)
        1    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        8    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        1    0.000    0.000    0.076    0.076 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1035(S3File)
        1    0.000    0.000    0.000    0.000 core.py:152(OpenFiles)
        1    0.000    0.000    2.382    2.382 core.py:2(<module>)
        1    0.000    0.000    0.000    0.000 core.py:30(OpenFile)
        1    0.000    0.000    0.000    0.000 core.py:73(S3FileSystem)
        1    0.000    0.000    0.000    0.000 core.py:8(<module>)
      128    0.000    0.000    0.000    0.000 cp437.py:14(decode)
        1    0.000    0.000    0.000    0.000 credentials.py:1010(InstanceMetadataProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:1038(EnvProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:1154(OriginalEC2Provider)
        1    0.000    0.000    0.000    0.000 credentials.py:1188(SharedCredentialProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:1230(ConfigProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:1285(BotoProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:1327(AssumeRoleProvider)
        1    0.000    0.000    0.808    0.808 credentials.py:14(<module>)
        1    0.000    0.000    0.000    0.000 credentials.py:140(ProfileProviderBuilder)
        1    0.000    0.000    0.000    0.000 credentials.py:1636(AssumeRoleWithWebIdentityProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:1725(CanonicalNameCredentialSourcer)
        1    0.000    0.000    0.000    0.000 credentials.py:1813(ContainerProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:1882(CredentialResolver)
        1    0.000    0.000    0.000    0.000 credentials.py:1982(SSOCredentialFetcher)
        1    0.000    0.000    0.000    0.000 credentials.py:2054(SSOProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:276(JSONFileCache)
        1    0.000    0.000    0.000    0.000 credentials.py:321(Credentials)
        1    0.000    0.000    0.000    0.000 credentials.py:360(RefreshableCredentials)
        1    0.000    0.000    0.000    0.000 credentials.py:616(DeferredRefreshableCredentials)
        1    0.000    0.000    0.000    0.000 credentials.py:640(CachedCredentialFetcher)
        1    0.000    0.000    0.000    0.000 credentials.py:709(BaseAssumeRoleCredentialFetcher)
        1    0.000    0.000    0.000    0.000 credentials.py:758(AssumeRoleCredentialFetcher)
        1    0.000    0.000    0.000    0.000 credentials.py:838(AssumeRoleWithWebIdentityCredentialFetcher)
        1    0.000    0.000    0.000    0.000 credentials.py:895(CredentialProvider)
        1    0.000    0.000    0.000    0.000 credentials.py:940(ProcessProvider)
        1    0.000    0.000    0.489    0.489 crypto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 crypto.py:1051(X509)
        1    0.000    0.000    0.000    0.000 crypto.py:1517(X509StoreFlags)
        1    0.000    0.000    0.000    0.000 crypto.py:1540(X509Store)
        1    0.000    0.000    0.000    0.000 crypto.py:1651(X509StoreContextError)
        1    0.000    0.000    0.000    0.000 crypto.py:1665(X509StoreContext)
        1    0.000    0.000    0.000    0.000 crypto.py:1910(Revoked)
        1    0.000    0.000    0.000    0.000 crypto.py:205(_X509NameInvalidator)
        1    0.000    0.000    0.000    0.000 crypto.py:2080(CRL)
        1    0.000    0.000    0.000    0.000 crypto.py:218(PKey)
        1    0.000    0.000    0.000    0.000 crypto.py:2298(PKCS7)
        1    0.000    0.000    0.000    0.000 crypto.py:2342(PKCS12)
        1    0.000    0.000    0.000    0.000 crypto.py:2516(NetscapeSPKI)
        1    0.000    0.000    0.000    0.000 crypto.py:2606(_PassphraseHelper)
        1    0.000    0.000    0.000    0.000 crypto.py:369(_EllipticCurve)
        1    0.000    0.000    0.000    0.000 crypto.py:508(X509Name)
        6    0.000    0.000    0.000    0.000 crypto.py:619(_cmp)
        1    0.000    0.000    0.000    0.000 crypto.py:701(X509Extension)
        1    0.000    0.000    0.000    0.000 crypto.py:77(Error)
        1    0.000    0.000    0.000    0.000 crypto.py:852(X509Req)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:181(_X509ExtensionParser)
        7    0.000    0.000    0.000    0.000 decode_asn1.py:182(__init__)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:5(<module>)
        2    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        2    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 dh.py:106(_DHPrivateKey)
        1    0.000    0.000    0.000    0.000 dh.py:118(DHParameters)
        1    0.000    0.000    0.000    0.000 dh.py:142(DHPrivateKey)
        1    0.000    0.000    0.000    0.000 dh.py:170(DHPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 dh.py:18(DHPrivateNumbers)
        1    0.000    0.000    0.000    0.000 dh.py:185(DHPublicKey)
        1    0.000    0.000    0.000    0.000 dh.py:217(_DHPublicKey)
        1    0.000    0.000    0.000    0.000 dh.py:36(_DHParameters)
        1    0.000    0.000    0.000    0.000 dh.py:49(DHPublicNumbers)
        2    0.000    0.000    0.005    0.003 dh.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dh.py:80(DHParameterNumbers)
        1    0.000    0.000    0.000    0.000 dircache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dircache.py:6(DirCache)
        1    0.000    0.000    0.000    0.000 discovery.py:13(<module>)
        1    0.000    0.000    0.000    0.000 discovery.py:217(EndpointDiscoveryHandler)
        1    0.000    0.000    0.000    0.000 discovery.py:25(EndpointDiscoveryException)
        1    0.000    0.000    0.000    0.000 discovery.py:29(EndpointDiscoveryRequired)
        1    0.000    0.000    0.000    0.000 discovery.py:34(EndpointDiscoveryRefreshFailed)
        1    0.000    0.000    0.000    0.000 discovery.py:45(EndpointDiscoveryModel)
        1    0.000    0.000    0.000    0.000 discovery.py:93(EndpointDiscoveryManager)
        1    0.000    0.000    0.000    0.000 docstring.py:13(<module>)
        1    0.000    0.000    0.000    0.000 docstring.py:19(LazyLoadedDocstring)
        1    0.000    0.000    0.000    0.000 docstring.py:84(ClientMethodDocstring)
        1    0.000    0.000    0.000    0.000 docstring.py:89(WaiterDocstring)
        1    0.000    0.000    0.000    0.000 docstring.py:94(PaginatorDocstring)
        1    0.000    0.000    0.000    0.000 docstringparser.py:104(StemNode)
        1    0.000    0.000    0.000    0.000 docstringparser.py:121(TagNode)
        1    0.000    0.000    0.010    0.010 docstringparser.py:13(<module>)
        1    0.000    0.000    0.000    0.000 docstringparser.py:146(LineItemNode)
        1    0.000    0.000    0.000    0.000 docstringparser.py:16(DocStringParser)
        1    0.000    0.000    0.000    0.000 docstringparser.py:173(DataNode)
        1    0.000    0.000    0.000    0.000 docstringparser.py:54(HTMLTree)
        1    0.000    0.000    0.000    0.000 docstringparser.py:96(Node)
        1    0.000    0.000    0.000    0.000 dsa.py:108(_DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 dsa.py:14(DSAParameters)
        1    0.000    0.000    0.000    0.000 dsa.py:150(DSAParameterNumbers)
        1    0.000    0.000    0.000    0.000 dsa.py:189(DSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 dsa.py:197(_DSAPublicKey)
        1    0.000    0.000    0.000    0.000 dsa.py:227(DSAPrivateNumbers)
        1    0.000    0.000    0.000    0.000 dsa.py:23(DSAParametersWithNumbers)
        1    0.000    0.000    0.000    0.000 dsa.py:32(DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 dsa.py:47(_DSAVerificationContext)
        2    0.000    0.000    0.005    0.002 dsa.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dsa.py:65(DSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 dsa.py:68(_DSASignatureContext)
        1    0.000    0.000    0.000    0.000 dsa.py:80(DSAPublicKey)
        1    0.000    0.000    0.000    0.000 dsa.py:84(_DSAParameters)
       28    0.000    0.000    0.000    0.000 dtypes.py:1124(is_dtype)
       93    0.000    0.000    0.000    0.000 dtypes.py:75(find)
       36    0.000    0.000    0.000    0.000 dtypes.py:917(is_dtype)
        1    0.000    0.000    0.000    0.000 ec.py:102(EllipticCurvePrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 ec.py:104(_ECDSASignatureContext)
        1    0.000    0.000    0.000    0.000 ec.py:117(EllipticCurvePublicKey)
        1    0.000    0.000    0.000    0.000 ec.py:120(_ECDSAVerificationContext)
        1    0.000    0.000    0.000    0.000 ec.py:138(_EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 ec.py:16(EllipticCurveOID)
        1    0.000    0.000    0.000    0.000 ec.py:175(SECT571R1)
        1    0.000    0.000    0.000    0.000 ec.py:181(SECT409R1)
        1    0.000    0.000    0.000    0.000 ec.py:187(SECT283R1)
        1    0.000    0.000    0.000    0.000 ec.py:193(SECT233R1)
        1    0.000    0.000    0.000    0.000 ec.py:199(SECT163R2)
        1    0.000    0.000    0.000    0.000 ec.py:205(SECT571K1)
        1    0.000    0.000    0.000    0.000 ec.py:211(SECT409K1)
        1    0.000    0.000    0.000    0.000 ec.py:217(SECT283K1)
        1    0.000    0.000    0.000    0.000 ec.py:223(SECT233K1)
        1    0.000    0.000    0.000    0.000 ec.py:229(SECT163K1)
        1    0.000    0.000    0.000    0.000 ec.py:235(SECP521R1)
        1    0.000    0.000    0.000    0.000 ec.py:240(_EllipticCurvePublicKey)
        1    0.000    0.000    0.000    0.000 ec.py:241(SECP384R1)
        1    0.000    0.000    0.000    0.000 ec.py:247(SECP256R1)
        1    0.000    0.000    0.000    0.000 ec.py:253(SECP256K1)
        1    0.000    0.000    0.000    0.000 ec.py:259(SECP224R1)
        1    0.000    0.000    0.000    0.000 ec.py:265(SECP192R1)
        1    0.000    0.000    0.000    0.000 ec.py:271(BrainpoolP256R1)
        1    0.000    0.000    0.000    0.000 ec.py:277(BrainpoolP384R1)
        1    0.000    0.000    0.000    0.000 ec.py:283(BrainpoolP512R1)
        1    0.000    0.000    0.000    0.000 ec.py:318(ECDSA)
        1    0.000    0.000    0.000    0.000 ec.py:343(EllipticCurvePublicNumbers)
        1    0.000    0.000    0.000    0.000 ec.py:38(EllipticCurve)
        1    0.000    0.000    0.000    0.000 ec.py:430(EllipticCurvePrivateNumbers)
        1    0.000    0.000    0.000    0.000 ec.py:466(ECDH)
        2    0.000    0.000    0.006    0.003 ec.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ec.py:53(EllipticCurveSignatureAlgorithm)
        1    0.000    0.000    0.000    0.000 ec.py:62(EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 ed25519.py:14(_Ed25519PublicKey)
